"month","day","system","year","date","julian","adj_adults","adj_jacks","ttl_adj_adults","ttl_adj_jacks","cum_adj_adults","cum_adj_jacks","prop_ttl_adult","prop_ttl_jack","cum_prop_adult","cum_prop_jack","stop.seq","d.m"
4,10,"Sproat Lake",2020,2020-04-10,101,0,0,129425,40005,0,0,0,0,0,0,"<1% date","10-April"
4,11,"Sproat Lake",2019,2019-04-11,101,0,0,91248,38108,0,0,0,0,0,0,"<1% date","11-April"
4,11,"Sproat Lake",2018,2018-04-11,101,0,0,146311.7,11500.62,0,0,0,0,0,0,"<1% date","11-April"
4,11,"Sproat Lake",2017,2017-04-11,101,0,0,142683.87,153787.81,0,0,0,0,0,0,"<1% date","11-April"
4,11,"Sproat Lake",2003,2003-04-11,101,0,NA,172530,16471,0,NA,0,NA,0,NA,"<1% date","11-April"
4,11,"Great Central Lake",2002,2002-04-11,101,0,NA,268316.303142842,16539.4775212115,0,NA,0,NA,0,NA,"<1% date","11-April"
4,11,"Sproat Lake",2002,2002-04-11,101,0,NA,203443,16746,0,NA,0,NA,0,NA,"<1% date","11-April"
4,11,"Great Central Lake",2001,2001-04-11,101,0,NA,341971.470746463,66855.391496774,0,NA,0,NA,0,NA,"<1% date","11-April"
4,11,"Sproat Lake",2001,2001-04-11,101,0,NA,188652,182866,0,NA,0,NA,0,NA,"<1% date","11-April"
4,11,"Sproat Lake",2022,2022-04-11,101,0,0,368155,47082,1,0,0,0,2.71624723282313e-06,0,"<1% date","11-April"
4,12,"Great Central Lake",2023,2023-04-12,102,0,0,118342,91954,0,0,0,0,0,0,"<1% date","12-April"
4,12,"Sproat Lake",2023,2023-04-12,102,0,0,123895,54707,15,0,0,0,0.000121070261108196,0,"<1% date","12-April"
4,12,"Sproat Lake",2021,2021-04-12,102,0,0,92856,89428,0,0,0,0,0,0,"<1% date","12-April"
4,11,"Sproat Lake",2020,2020-04-11,102,0,0,129425,40005,0,0,0,0,0,0,"<1% date","11-April"
4,12,"Sproat Lake",2019,2019-04-12,102,0,0,91248,38108,0,0,0,0,0,0,"<1% date","12-April"
4,12,"Sproat Lake",2018,2018-04-12,102,0,0,146311.7,11500.62,0,0,0,0,0,0,"<1% date","12-April"
4,12,"Sproat Lake",2017,2017-04-12,102,0,0,142683.87,153787.81,0,0,0,0,0,0,"<1% date","12-April"
4,12,"Sproat Lake",2003,2003-04-12,102,0,NA,172530,16471,0,NA,0,NA,0,NA,"<1% date","12-April"
4,12,"Great Central Lake",2002,2002-04-12,102,0,NA,268316.303142842,16539.4775212115,0,NA,0,NA,0,NA,"<1% date","12-April"
4,12,"Sproat Lake",2002,2002-04-12,102,0,NA,203443,16746,0,NA,0,NA,0,NA,"<1% date","12-April"
4,12,"Great Central Lake",2001,2001-04-12,102,0,NA,341971.470746463,66855.391496774,0,NA,0,NA,0,NA,"<1% date","12-April"
4,12,"Sproat Lake",2001,2001-04-12,102,0,NA,188652,182866,0,NA,0,NA,0,NA,"<1% date","12-April"
4,12,"Sproat Lake",2022,2022-04-12,102,0,0,368155,47082,1,0,0,0,2.71624723282313e-06,0,"<1% date","12-April"
4,13,"Great Central Lake",2023,2023-04-13,103,0,0,118342,91954,0,0,0,0,0,0,"<1% date","13-April"
4,13,"Sproat Lake",2023,2023-04-13,103,2,0,123895,54707,17,0,1.61427014810929e-05,0,0.000137212962589289,0,"<1% date","13-April"
4,13,"Sproat Lake",2021,2021-04-13,103,0,0,92856,89428,0,0,0,0,0,0,"<1% date","13-April"
4,12,"Sproat Lake",2020,2020-04-12,103,0,0,129425,40005,0,0,0,0,0,0,"<1% date","12-April"
4,13,"Sproat Lake",2019,2019-04-13,103,0,0,91248,38108,0,0,0,0,0,0,"<1% date","13-April"
4,13,"Sproat Lake",2018,2018-04-13,103,0,0,146311.7,11500.62,0,0,0,0,0,0,"<1% date","13-April"
4,13,"Sproat Lake",2017,2017-04-13,103,0,0,142683.87,153787.81,0,0,0,0,0,0,"<1% date","13-April"
4,13,"Sproat Lake",2003,2003-04-13,103,0,NA,172530,16471,0,NA,0,NA,0,NA,"<1% date","13-April"
4,13,"Great Central Lake",2002,2002-04-13,103,0,NA,268316.303142842,16539.4775212115,0,NA,0,NA,0,NA,"<1% date","13-April"
4,13,"Sproat Lake",2002,2002-04-13,103,0,NA,203443,16746,0,NA,0,NA,0,NA,"<1% date","13-April"
4,13,"Great Central Lake",2001,2001-04-13,103,0,NA,341971.470746463,66855.391496774,0,NA,0,NA,0,NA,"<1% date","13-April"
4,13,"Sproat Lake",2001,2001-04-13,103,0,NA,188652,182866,0,NA,0,NA,0,NA,"<1% date","13-April"
4,13,"Sproat Lake",2022,2022-04-13,103,0,0,368155,47082,1,0,0,0,2.71624723282313e-06,0,"<1% date","13-April"
4,14,"Great Central Lake",2023,2023-04-14,104,0,0,118342,91954,0,0,0,0,0,0,"<1% date","14-April"
4,14,"Sproat Lake",2023,2023-04-14,104,0,0,123895,54707,17,0,0,0,0.000137212962589289,0,"<1% date","14-April"
4,14,"Sproat Lake",2021,2021-04-14,104,0,0,92856,89428,0,0,0,0,0,0,"<1% date","14-April"
4,13,"Sproat Lake",2020,2020-04-13,104,0,0,129425,40005,0,0,0,0,0,0,"<1% date","13-April"
4,14,"Sproat Lake",2019,2019-04-14,104,0,0,91248,38108,0,0,0,0,0,0,"<1% date","14-April"
4,14,"Sproat Lake",2018,2018-04-14,104,0,0,146311.7,11500.62,0,0,0,0,0,0,"<1% date","14-April"
4,14,"Sproat Lake",2017,2017-04-14,104,0,0,142683.87,153787.81,0,0,0,0,0,0,"<1% date","14-April"
4,14,"Sproat Lake",2003,2003-04-14,104,0,NA,172530,16471,0,NA,0,NA,0,NA,"<1% date","14-April"
4,14,"Great Central Lake",2002,2002-04-14,104,0,NA,268316.303142842,16539.4775212115,0,NA,0,NA,0,NA,"<1% date","14-April"
4,14,"Sproat Lake",2002,2002-04-14,104,0,NA,203443,16746,0,NA,0,NA,0,NA,"<1% date","14-April"
4,14,"Great Central Lake",2001,2001-04-14,104,0,NA,341971.470746463,66855.391496774,0,NA,0,NA,0,NA,"<1% date","14-April"
4,14,"Sproat Lake",2001,2001-04-14,104,0,NA,188652,182866,0,NA,0,NA,0,NA,"<1% date","14-April"
4,14,"Sproat Lake",2022,2022-04-14,104,0,0,368155,47082,1,0,0,0,2.71624723282313e-06,0,"<1% date","14-April"
4,15,"Great Central Lake",2023,2023-04-15,105,0,0,118342,91954,0,0,0,0,0,0,"<1% date","15-April"
4,15,"Sproat Lake",2023,2023-04-15,105,0,0,123895,54707,17,0,0,0,0.000137212962589289,0,"<1% date","15-April"
4,15,"Sproat Lake",2021,2021-04-15,105,0,0,92856,89428,0,0,0,0,0,0,"<1% date","15-April"
4,14,"Sproat Lake",2020,2020-04-14,105,0,0,129425,40005,0,0,0,0,0,0,"<1% date","14-April"
4,15,"Sproat Lake",2019,2019-04-15,105,0,0,91248,38108,0,0,0,0,0,0,"<1% date","15-April"
4,15,"Sproat Lake",2018,2018-04-15,105,0,0,146311.7,11500.62,0,0,0,0,0,0,"<1% date","15-April"
4,15,"Sproat Lake",2017,2017-04-15,105,0,0,142683.87,153787.81,0,0,0,0,0,0,"<1% date","15-April"
4,15,"Sproat Lake",2003,2003-04-15,105,0,NA,172530,16471,0,NA,0,NA,0,NA,"<1% date","15-April"
4,15,"Great Central Lake",2002,2002-04-15,105,0,NA,268316.303142842,16539.4775212115,0,NA,0,NA,0,NA,"<1% date","15-April"
4,15,"Sproat Lake",2002,2002-04-15,105,0,NA,203443,16746,0,NA,0,NA,0,NA,"<1% date","15-April"
4,15,"Great Central Lake",2001,2001-04-15,105,0,NA,341971.470746463,66855.391496774,0,NA,0,NA,0,NA,"<1% date","15-April"
4,15,"Sproat Lake",2001,2001-04-15,105,0,NA,188652,182866,0,NA,0,NA,0,NA,"<1% date","15-April"
4,15,"Sproat Lake",2022,2022-04-15,105,0,0,368155,47082,1,0,0,0,2.71624723282313e-06,0,"<1% date","15-April"
4,16,"Great Central Lake",2023,2023-04-16,106,0,0,118342,91954,0,0,0,0,0,0,"<1% date","16-April"
4,16,"Sproat Lake",2023,2023-04-16,106,0,0,123895,54707,17,0,0,0,0.000137212962589289,0,"<1% date","16-April"
4,16,"Sproat Lake",2021,2021-04-16,106,0,0,92856,89428,0,0,0,0,0,0,"<1% date","16-April"
4,15,"Sproat Lake",2020,2020-04-15,106,1,0,129425,40005,1,0,7.7264825188333e-06,0,7.7264825188333e-06,0,"<1% date","15-April"
4,16,"Sproat Lake",2019,2019-04-16,106,0,0,91248,38108,0,0,0,0,0,0,"<1% date","16-April"
4,16,"Sproat Lake",2018,2018-04-16,106,0,0,146311.7,11500.62,0,0,0,0,0,0,"<1% date","16-April"
4,16,"Sproat Lake",2017,2017-04-16,106,0,0,142683.87,153787.81,0,0,0,0,0,0,"<1% date","16-April"
4,16,"Sproat Lake",2003,2003-04-16,106,0,NA,172530,16471,0,NA,0,NA,0,NA,"<1% date","16-April"
4,16,"Great Central Lake",2002,2002-04-16,106,0,NA,268316.303142842,16539.4775212115,0,NA,0,NA,0,NA,"<1% date","16-April"
4,16,"Sproat Lake",2002,2002-04-16,106,0,NA,203443,16746,0,NA,0,NA,0,NA,"<1% date","16-April"
4,16,"Great Central Lake",2001,2001-04-16,106,0,NA,341971.470746463,66855.391496774,0,NA,0,NA,0,NA,"<1% date","16-April"
4,16,"Sproat Lake",2001,2001-04-16,106,0,NA,188652,182866,0,NA,0,NA,0,NA,"<1% date","16-April"
4,16,"Sproat Lake",2022,2022-04-16,106,0,0,368155,47082,1,0,0,0,2.71624723282313e-06,0,"<1% date","16-April"
4,17,"Great Central Lake",2023,2023-04-17,107,0,0,118342,91954,0,0,0,0,0,0,"<1% date","17-April"
4,17,"Sproat Lake",2023,2023-04-17,107,1,0,123895,54707,18,0,8.07135074054643e-06,0,0.000145284313329836,0,"<1% date","17-April"
4,17,"Sproat Lake",2021,2021-04-17,107,0,0,92856,89428,0,0,0,0,0,0,"<1% date","17-April"
4,16,"Sproat Lake",2020,2020-04-16,107,2,0,129425,40005,3,0,1.54529650376666e-05,0,2.31794475564999e-05,0,"<1% date","16-April"
4,17,"Sproat Lake",2019,2019-04-17,107,0,0,91248,38108,0,0,0,0,0,0,"<1% date","17-April"
4,17,"Sproat Lake",2018,2018-04-17,107,0,0,146311.7,11500.62,0,0,0,0,0,0,"<1% date","17-April"
4,17,"Sproat Lake",2017,2017-04-17,107,0,0,142683.87,153787.81,0,0,0,0,0,0,"<1% date","17-April"
4,17,"Sproat Lake",2003,2003-04-17,107,0,NA,172530,16471,0,NA,0,NA,0,NA,"<1% date","17-April"
4,17,"Great Central Lake",2002,2002-04-17,107,0,NA,268316.303142842,16539.4775212115,0,NA,0,NA,0,NA,"<1% date","17-April"
4,17,"Sproat Lake",2002,2002-04-17,107,0,NA,203443,16746,0,NA,0,NA,0,NA,"<1% date","17-April"
4,17,"Great Central Lake",2001,2001-04-17,107,0,NA,341971.470746463,66855.391496774,0,NA,0,NA,0,NA,"<1% date","17-April"
4,17,"Sproat Lake",2001,2001-04-17,107,0,NA,188652,182866,0,NA,0,NA,0,NA,"<1% date","17-April"
4,17,"Sproat Lake",2022,2022-04-17,107,0,0,368155,47082,1,0,0,0,2.71624723282313e-06,0,"<1% date","17-April"
4,18,"Great Central Lake",2023,2023-04-18,108,0,0,118342,91954,0,0,0,0,0,0,"<1% date","18-April"
4,18,"Sproat Lake",2023,2023-04-18,108,1,31,123895,54707,19,31,8.07135074054643e-06,0.000566655089842251,0.000153355664070382,0.000566655089842251,"<1% date","18-April"
4,18,"Sproat Lake",2021,2021-04-18,108,0,0,92856,89428,0,0,0,0,0,0,"<1% date","18-April"
4,17,"Sproat Lake",2020,2020-04-17,108,0,0,129425,40005,3,0,0,0,2.31794475564999e-05,0,"<1% date","17-April"
4,18,"Sproat Lake",2019,2019-04-18,108,3,0,91248,38108,3,0,3.28774329300368e-05,0,3.28774329300368e-05,0,"<1% date","18-April"
4,18,"Sproat Lake",2018,2018-04-18,108,0,0,146311.7,11500.62,0,0,0,0,0,0,"<1% date","18-April"
4,18,"Sproat Lake",2017,2017-04-18,108,0,0,142683.87,153787.81,0,0,0,0,0,0,"<1% date","18-April"
4,18,"Sproat Lake",2003,2003-04-18,108,0,NA,172530,16471,0,NA,0,NA,0,NA,"<1% date","18-April"
4,18,"Great Central Lake",2002,2002-04-18,108,0,NA,268316.303142842,16539.4775212115,0,NA,0,NA,0,NA,"<1% date","18-April"
4,18,"Sproat Lake",2002,2002-04-18,108,0,NA,203443,16746,0,NA,0,NA,0,NA,"<1% date","18-April"
4,18,"Great Central Lake",2001,2001-04-18,108,0,NA,341971.470746463,66855.391496774,0,NA,0,NA,0,NA,"<1% date","18-April"
4,18,"Sproat Lake",2001,2001-04-18,108,0,NA,188652,182866,0,NA,0,NA,0,NA,"<1% date","18-April"
4,18,"Sproat Lake",2022,2022-04-18,108,1,0,368155,47082,2,0,2.71624723282313e-06,0,5.43249446564626e-06,0,"<1% date","18-April"
4,19,"Great Central Lake",2023,2023-04-19,109,0,0,118342,91954,0,0,0,0,0,0,"<1% date","19-April"
4,19,"Sproat Lake",2023,2023-04-19,109,0,16,123895,54707,19,47,0,0.000292467143144387,0.000153355664070382,0.000859122232986638,"<1% date","19-April"
4,19,"Sproat Lake",2021,2021-04-19,109,0,0,92856,89428,0,0,0,0,0,0,"<1% date","19-April"
4,18,"Sproat Lake",2020,2020-04-18,109,0,0,129425,40005,3,0,0,0,2.31794475564999e-05,0,"<1% date","18-April"
4,19,"Sproat Lake",2019,2019-04-19,109,2,0,91248,38108,5,0,2.19182886200246e-05,0,5.47957215500614e-05,0,"<1% date","19-April"
4,19,"Sproat Lake",2018,2018-04-19,109,0,0,146311.7,11500.62,0,0,0,0,0,0,"<1% date","19-April"
4,19,"Sproat Lake",2017,2017-04-19,109,0,0,142683.87,153787.81,0,0,0,0,0,0,"<1% date","19-April"
4,19,"Sproat Lake",2003,2003-04-19,109,0,NA,172530,16471,0,NA,0,NA,0,NA,"<1% date","19-April"
4,19,"Great Central Lake",2002,2002-04-19,109,0,NA,268316.303142842,16539.4775212115,0,NA,0,NA,0,NA,"<1% date","19-April"
4,19,"Sproat Lake",2002,2002-04-19,109,0,NA,203443,16746,0,NA,0,NA,0,NA,"<1% date","19-April"
4,19,"Great Central Lake",2001,2001-04-19,109,0,NA,341971.470746463,66855.391496774,0,NA,0,NA,0,NA,"<1% date","19-April"
4,19,"Sproat Lake",2001,2001-04-19,109,0,NA,188652,182866,0,NA,0,NA,0,NA,"<1% date","19-April"
4,19,"Sproat Lake",2022,2022-04-19,109,2,0,368155,47082,4,0,5.43249446564626e-06,0,1.08649889312925e-05,0,"<1% date","19-April"
4,20,"Great Central Lake",2023,2023-04-20,110,0,0,118342,91954,0,0,0,0,0,0,"<1% date","20-April"
4,20,"Sproat Lake",2023,2023-04-20,110,1,132,123895,54707,20,179,8.07135074054643e-06,0.0024128539309412,0.000161427014810929,0.00327197616392783,"<1% date","20-April"
4,20,"Sproat Lake",2021,2021-04-20,110,2,0,92856,89428,2,0,2.15387266304816e-05,0,2.15387266304816e-05,0,"<1% date","20-April"
4,19,"Sproat Lake",2020,2020-04-19,110,1,0,129425,40005,4,0,7.7264825188333e-06,0,3.09059300753332e-05,0,"<1% date","19-April"
4,20,"Sproat Lake",2019,2019-04-20,110,3,0,91248,38108,8,0,3.28774329300368e-05,0,8.76731544800982e-05,0,"<1% date","20-April"
4,20,"Sproat Lake",2018,2018-04-20,110,0,0,146311.7,11500.62,0,0,0,0,0,0,"<1% date","20-April"
4,20,"Sproat Lake",2017,2017-04-20,110,0,0,142683.87,153787.81,0,0,0,0,0,0,"<1% date","20-April"
4,19,"Sproat Lake",2016,2016-04-19,110,2,0,211925.58,21227.17,2,0,9.43727510383598e-06,0,9.43727510383598e-06,0,"<1% date","19-April"
4,20,"Sproat Lake",2003,2003-04-20,110,0,NA,172530,16471,0,NA,0,NA,0,NA,"<1% date","20-April"
4,20,"Great Central Lake",2002,2002-04-20,110,0,NA,268316.303142842,16539.4775212115,0,NA,0,NA,0,NA,"<1% date","20-April"
4,20,"Sproat Lake",2002,2002-04-20,110,0,NA,203443,16746,0,NA,0,NA,0,NA,"<1% date","20-April"
4,20,"Great Central Lake",2001,2001-04-20,110,0,NA,341971.470746463,66855.391496774,0,NA,0,NA,0,NA,"<1% date","20-April"
4,20,"Sproat Lake",2001,2001-04-20,110,0,NA,188652,182866,0,NA,0,NA,0,NA,"<1% date","20-April"
4,20,"Sproat Lake",2022,2022-04-20,110,0,0,368155,47082,4,0,0,0,1.08649889312925e-05,0,"<1% date","20-April"
4,21,"Great Central Lake",2023,2023-04-21,111,0,0,118342,91954,0,0,0,0,0,0,"<1% date","21-April"
4,21,"Sproat Lake",2023,2023-04-21,111,0,83,123895,54707,20,262,0,0.00151717330506151,0.000161427014810929,0.00478914946898934,"<1% date","21-April"
4,21,"Sproat Lake",2021,2021-04-21,111,3,0,92856,89428,5,0,3.23080899457224e-05,0,5.3846816576204e-05,0,"<1% date","21-April"
